query_generation_method,annealing_time,query_graph,num_relations,problem_index,sample_index,valid_ratio,opt_ratio,first_opt_index
IntLog,1000,CYCLE,3,0,12,0.3433,0.1678,5
IntLog,1000,CYCLE,3,0,13,0.3489,0.1367,6
IntLog,1000,CYCLE,3,0,14,0.3589,0.1556,4
IntLog,1000,CYCLE,3,0,15,0.3422,0.1667,0
IntLog,1000,CYCLE,3,0,16,0.3222,0.1344,15
IntLog,1000,CYCLE,3,0,17,0.3367,0.1578,10
IntLog,1000,CYCLE,3,0,18,0.3522,0.1867,6
IntLog,1000,CYCLE,3,0,19,0.3222,0.1744,8
IntLog,1000,CYCLE,4,0,0,0.0478,0.0056,449
IntLog,1000,CYCLE,4,0,1,0.0433,0.0044,41
IntLog,1000,CYCLE,4,0,2,0.0456,0.0011,517
IntLog,1000,CYCLE,4,0,3,0.0500,0.0044,11
IntLog,1000,CYCLE,4,0,4,0.0456,0.0033,29
IntLog,1000,CYCLE,4,0,5,0.0689,0.0067,328
IntLog,1000,CYCLE,4,0,6,0.0456,0.0033,196
IntLog,1000,CYCLE,4,0,7,0.0378,0.0033,316
IntLog,1000,CYCLE,4,0,8,0.0456,0.0022,232
IntLog,1000,CYCLE,4,0,9,0.0411,0.0022,651
IntLog,1000,CYCLE,4,0,10,0.0333,0.0033,261
IntLog,1000,CYCLE,4,0,11,0.0433,0.0044,161
IntLog,1000,CYCLE,4,0,12,0.0400,0.0089,44
IntLog,1000,CYCLE,4,0,13,0.0478,0.0033,371
IntLog,1000,CYCLE,4,0,14,0.0311,0.0000,None
IntLog,1000,CYCLE,4,0,15,0.0367,0.0044,291
IntLog,1000,CYCLE,4,0,16,0.0300,0.0044,99
IntLog,1000,CYCLE,4,0,17,0.0356,0.0033,340
IntLog,1000,CYCLE,4,0,18,0.0344,0.0022,112
IntLog,1000,CYCLE,4,0,19,0.0378,0.0011,544
IntLog,1000,CYCLE,5,0,0,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,1,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,2,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,3,0.0011,0.0000,None
IntLog,1000,CYCLE,5,0,4,0.0011,0.0000,None
IntLog,1000,CYCLE,5,0,5,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,6,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,7,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,8,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,9,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,10,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,11,0.0011,0.0000,None
IntLog,1000,CYCLE,5,0,12,0.0011,0.0000,None
IntLog,1000,CYCLE,5,0,13,0.0011,0.0000,None
IntLog,1000,CYCLE,5,0,14,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,15,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,16,0.0022,0.0000,None
IntLog,1000,CYCLE,5,0,17,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,18,0.0000,0.0000,None
IntLog,1000,CYCLE,5,0,19,0.0000,0.0000,None
